period_end,rooftop_meas,rooftop_solcast
2023-01-02 00:00:00,1.1307986660219904,1.1307986660219904
2023-01-02 00:15:00,1.168740496067522,1.168740496067522
2023-01-02 00:30:00,1.183726519052768,1.183726519052768
2023-01-02 00:45:00,1.2317699577375254,1.2317699577375254
2023-01-02 01:00:00,1.25,1.25
2023-01-02 01:15:00,1.25,1.25
2023-01-02 01:30:00,1.25,1.25
2023-01-02 01:45:00,1.25,1.25
2023-01-02 02:00:00,1.25,1.25
2023-01-02 02:15:00,1.25,1.25
2023-01-02 02:30:00,1.25,1.25
2023-01-02 02:45:00,1.25,1.25
2023-01-02 03:00:00,1.25,1.25
2023-01-02 03:15:00,1.2463580592038093,1.2463580592038093
2023-01-02 03:30:00,1.2201866487444424,1.2201866487444424
2023-01-02 03:45:00,1.1895656258001768,1.1895656258001768
2023-01-02 04:00:00,1.1545188980238625,1.1545188980238625
2023-01-02 04:15:00,1.1141952994906248,1.1141952994906248
2023-01-02 04:30:00,1.0687912635245038,1.0687912635245038
2023-01-02 04:45:00,1.0186860264949227,1.0186860264949227
2023-01-02 05:00:00,0.964179009526299,0.964179009526299
2023-01-02 05:15:00,0.905149636710554,0.905149636710554
2023-01-02 05:30:00,0.841652290376389,0.841652290376389
2023-01-02 05:45:00,0.7734292663587846,0.7734292663587846
2023-01-02 06:00:00,0.6760175313170735,0.6760175313170735
2023-01-02 06:15:00,0.621262811573711,0.621262811573711
2023-01-02 06:30:00,0.522319026678063,0.522319026678063
2023-01-02 06:45:00,0.39438866825269364,0.39438866825269364
2023-01-02 07:00:00,0.34606023246733436,0.34606023246733436
2023-01-02 07:15:00,0.2725260720650778,0.2725260720650778
2023-01-02 07:30:00,0.17827267039266154,0.17827267039266154
2023-01-02 07:45:00,0.116579604731939,0.116579604731939
2023-01-02 08:00:00,0.07283552161369582,0.07283552161369582
2023-01-02 08:15:00,0.026020037809652275,0.026020037809652275
2023-01-02 08:30:00,0.0406705533248286,0.0406705533248286
2023-01-02 08:45:00,0.003152022245340234,0.003152022245340234
2023-01-02 09:00:00,0.0018061576597079372,0.0018061576597079372
2023-01-02 09:15:00,0.0,0.0
2023-01-02 09:30:00,0.0,0.0
2023-01-02 09:45:00,0.0,0.0
2023-01-02 10:00:00,0.0,0.0
2023-01-02 10:15:00,0.0,0.0
2023-01-02 10:30:00,0.0,0.0
2023-01-02 10:45:00,0.0,0.0
2023-01-02 11:00:00,0.0,0.0
2023-01-02 11:15:00,0.0,0.0
2023-01-02 11:30:00,0.0,0.0
2023-01-02 11:45:00,0.0,0.0
2023-01-02 12:00:00,0.0,0.0
2023-01-02 12:15:00,0.0,0.0
2023-01-02 12:30:00,0.0,0.0
2023-01-02 12:45:00,0.0,0.0
2023-01-02 13:00:00,0.0,0.0
2023-01-02 13:15:00,0.0,0.0
2023-01-02 13:30:00,0.0,0.0
2023-01-02 13:45:00,0.0,0.0
2023-01-02 14:00:00,0.0,0.0
2023-01-02 14:15:00,0.0,0.0
2023-01-02 14:30:00,0.0,0.0
2023-01-02 14:45:00,0.0,0.0
2023-01-02 15:00:00,0.0,0.0
2023-01-02 15:15:00,0.0,0.0
2023-01-02 15:30:00,0.0,0.0
2023-01-02 15:45:00,0.0,0.0
2023-01-02 16:00:00,0.0,0.0
2023-01-02 16:15:00,0.0,0.0
2023-01-02 16:30:00,0.0,0.0
2023-01-02 16:45:00,0.0,0.0
2023-01-02 17:00:00,0.0,0.0
2023-01-02 17:15:00,0.0,0.0
2023-01-02 17:30:00,0.0,0.0
2023-01-02 17:45:00,0.0,0.0
2023-01-02 18:00:00,0.0,0.0
2023-01-02 18:15:00,0.0,0.0
2023-01-02 18:30:00,0.0,0.0
2023-01-02 18:45:00,0.0,0.0
2023-01-02 19:00:00,0.0,0.0
2023-01-02 19:15:00,0.017487370729263853,0.017487370729263853
2023-01-02 19:30:00,0.04513692437007792,0.04086851352649444
2023-01-02 19:45:00,0.059914655970512244,0.04652132860714607
2023-01-02 20:00:00,0.07598281375449668,0.06874889689956475
2023-01-02 20:15:00,0.11464525141319822,0.1258876051383262
2023-01-02 20:30:00,0.09725053651337721,0.1638790160225127
2023-01-02 20:45:00,0.11971527022092603,0.2334345769417626
2023-01-02 21:00:00,0.2272241944623521,0.3009166350331976
2023-01-02 21:15:00,0.2503665342364119,0.3564467683859301
2023-01-02 21:30:00,0.1180961770322415,0.46673830985424425
2023-01-02 21:45:00,0.12191318471988105,0.5470588920150451
2023-01-02 22:00:00,0.6250224665175413,0.6250224665175413
2023-01-02 22:15:00,0.6994354527083574,0.6994354527083574
2023-01-02 22:30:00,0.770431174157691,0.770431174157691
2023-01-02 22:45:00,0.8375520751630512,0.8375520751630512
2023-01-02 23:00:00,0.899439795282866,0.899439795282866
2023-01-02 23:15:00,0.9575282881492012,0.9575282881492012
2023-01-02 23:30:00,1.010066303876894,1.010066303876894
2023-01-02 23:45:00,1.0586465387710624,1.0586465387710624
2023-01-03 00:00:00,1.1038964660009263,1.1038964660009263
2023-01-03 00:15:00,1.1434906164973504,1.1434906164973504
2023-01-03 00:30:00,1.1775646390445758,1.1775646390445758
2023-01-03 00:45:00,1.2077215995688002,1.2077215995688002
2023-01-03 01:00:00,1.230567208094834,1.230567208094834
2023-01-03 01:15:00,1.25,1.25
2023-01-03 01:30:00,1.25,1.25
2023-01-03 01:45:00,1.25,1.25
2023-01-03 02:00:00,1.25,1.25
2023-01-03 02:15:00,1.25,1.25
2023-01-03 02:30:00,1.25,1.25
2023-01-03 02:45:00,1.25,1.25
2023-01-03 03:00:00,1.2442301190163356,1.2442301190163356
2023-01-03 03:15:00,1.2237536497698067,1.2237536497698067
2023-01-03 03:30:00,1.1984757772054868,1.1984757772054868
2023-01-03 03:45:00,1.1693827109331145,1.1693827109331145
2023-01-03 04:00:00,1.134546527071722,1.134546527071722
2023-01-03 04:15:00,1.0960489832316336,1.0960489832316336
2023-01-03 04:30:00,1.0510684238125882,1.0510684238125882
2023-01-03 04:45:00,0.7501423429708106,0.7501423429708106
2023-01-03 05:00:00,0.6559454037522889,0.6559454037522889
2023-01-03 05:15:00,0.8367548313554206,0.8367548313554206
2023-01-03 05:30:00,0.8208223648122344,0.8208223648122344
2023-01-03 05:45:00,0.7592920026995165,0.7592920026995165
2023-01-03 06:00:00,0.5678903722958455,0.5678903722958455
2023-01-03 06:15:00,0.44663747543476934,0.44663747543476934
2023-01-03 06:30:00,0.43723458677941746,0.43723458677941746
2023-01-03 06:45:00,0.37652746708888474,0.37652746708888474
2023-01-03 07:00:00,0.292137385991134,0.292137385991134
2023-01-03 07:15:00,0.291556136636108,0.291556136636108
2023-01-03 07:30:00,0.2264219394960944,0.2264219394960944
2023-01-03 07:45:00,0.16611602737708037,0.16611602737708037
2023-01-03 08:00:00,0.12938377052739075,0.12938377052739075
2023-01-03 08:15:00,0.09379262966115538,0.09379262966115538
2023-01-03 08:30:00,0.02594138610301725,0.02594138610301725
2023-01-03 08:45:00,0.003118502931108513,0.003118502931108513
2023-01-03 09:00:00,0.0,0.0
2023-01-03 09:15:00,0.0,0.0
2023-01-03 09:30:00,0.0,0.0
2023-01-03 09:45:00,0.0,0.0
2023-01-03 10:00:00,0.0,0.0
2023-01-03 10:15:00,0.0,0.0
2023-01-03 10:30:00,0.0,0.0
2023-01-03 10:45:00,0.0,0.0
2023-01-03 11:00:00,0.0,0.0
2023-01-03 11:15:00,0.0,0.0
2023-01-03 11:30:00,0.0,0.0
2023-01-03 11:45:00,0.0,0.0
2023-01-03 12:00:00,0.0,0.0
2023-01-03 12:15:00,0.0,0.0
2023-01-03 12:30:00,0.0,0.0
2023-01-03 12:45:00,0.0,0.0
2023-01-03 13:00:00,0.0,0.0
2023-01-03 13:15:00,0.0,0.0
2023-01-03 13:30:00,0.0,0.0
2023-01-03 13:45:00,0.0,0.0
2023-01-03 14:00:00,0.0,0.0
2023-01-03 14:15:00,0.0,0.0
2023-01-03 14:30:00,0.0,0.0
2023-01-03 14:45:00,0.0,0.0
2023-01-03 15:00:00,0.0,0.0
2023-01-03 15:15:00,0.0,0.0
2023-01-03 15:30:00,0.0,0.0
2023-01-03 15:45:00,0.0,0.0
2023-01-03 16:00:00,0.0,0.0
2023-01-03 16:15:00,0.0,0.0
2023-01-03 16:30:00,0.0,0.0
2023-01-03 16:45:00,0.0,0.0
2023-01-03 17:00:00,0.0,0.0
2023-01-03 17:15:00,0.0,0.0
2023-01-03 17:30:00,0.0,0.0
2023-01-03 17:45:00,0.0,0.0
2023-01-03 18:00:00,0.0,0.0
2023-01-03 18:15:00,0.0,0.0
2023-01-03 18:30:00,0.0,0.0
2023-01-03 18:45:00,0.0,0.0
2023-01-03 19:00:00,0.0,0.0
2023-01-03 19:15:00,0.012628612263757572,0.012628612263757572
2023-01-03 19:30:00,0.03416871564564444,0.03416871564564444
2023-01-03 19:45:00,0.07302141559757093,0.06972165076469067
2023-01-03 20:00:00,0.12083953978502954,0.11857049394147455
2023-01-03 20:15:00,0.1550847374230271,0.15636918140382372
2023-01-03 20:30:00,0.1930126098111682,0.1930126098111682
2023-01-03 20:45:00,0.18248400489920447,0.23947151765368135
2023-01-03 21:00:00,0.2084884278006601,0.2993812753115625
2023-01-03 21:15:00,0.31017400100249787,0.3325257864880748
2023-01-03 21:30:00,0.3493060997309005,0.3493060997309005
2023-01-03 21:45:00,0.3869832104233393,0.4163611545521096
2023-01-03 22:00:00,0.47510910094570263,0.47510910094570263
2023-01-03 22:15:00,0.5597323919445085,0.5597323919445085
2023-01-03 22:30:00,0.5801780816039189,0.5801780816039189
2023-01-03 22:45:00,0.5384934443530034,0.5384934443530034
2023-01-03 23:00:00,0.4266761954001183,0.4266761954001183
2023-01-03 23:15:00,0.4154559875923183,0.4154559875923183
2023-01-03 23:30:00,0.46494767932365216,0.46494767932365216
2023-01-03 23:45:00,0.5857824912379471,0.5857824912379471
2023-01-04 00:00:00,0.6311253869588919,0.6311253869588919
2023-01-04 00:15:00,0.6430488671935518,0.6430488671935518
2023-01-04 00:30:00,0.6311253869588919,0.6311253869588919
2023-01-04 00:45:00,0.5153477912809726,0.5153477912809726
2023-01-04 01:00:00,0.6242117358814883,0.6242117358814883
2023-01-04 01:15:00,0.6098366310559865,0.6098366310559865
2023-01-04 01:30:00,0.4426606574019783,0.4426606574019783
2023-01-04 01:45:00,0.4027973936269166,0.4027973936269166
2023-01-04 02:00:00,0.4624761748214925,0.4624761748214925
2023-01-04 02:15:00,0.49716907254020976,0.49716907254020976
2023-01-04 02:30:00,0.5194372221368881,0.5194372221368881
2023-01-04 02:45:00,0.6357427244631848,0.6357427244631848
2023-01-04 03:00:00,0.5271986443857919,0.5271986443857919
2023-01-04 03:15:00,0.32546578404951926,0.32546578404951926
2023-01-04 03:30:00,0.08614002058573317,0.08614002058573317
2023-01-04 03:45:00,0.043491775586831545,0.043491775586831545
2023-01-04 04:00:00,0.0528641582486992,0.0528641582486992
2023-01-04 04:15:00,0.04082989250859689,0.04082989250859689
2023-01-04 04:30:00,0.04619196823860134,0.04619196823860134
2023-01-04 04:45:00,0.05152617829726182,0.05152617829726182
2023-01-04 05:00:00,0.048849286646489624,0.048849286646489624
2023-01-04 05:15:00,0.07156328266415134,0.07156328266415134
2023-01-04 05:30:00,0.09555571669878425,0.09555571669878425
2023-01-04 05:45:00,0.11681911354689382,0.11681911354689382
2023-01-04 06:00:00,0.09297622313197218,0.09297622313197218
2023-01-04 06:15:00,0.031464486334448684,0.031464486334448684
2023-01-04 06:30:00,0.02744297637343933,0.02744297637343933
2023-01-04 06:45:00,0.05029881102851303,0.05029881102851303
2023-01-04 07:00:00,0.05836483912708948,0.05836483912708948
2023-01-04 07:15:00,0.106392121510078,0.106392121510078
2023-01-04 07:30:00,0.06374862973769674,0.06374862973769674
2023-01-04 07:45:00,0.07581887765057987,0.07581887765057987
2023-01-04 08:00:00,0.09987041306073417,0.09987041306073417
2023-01-04 08:15:00,0.07852489098901787,0.07852489098901787
2023-01-04 08:30:00,0.040997725636456685,0.040997725636456685
2023-01-04 08:45:00,0.03832320636697873,0.03832320636697873
2023-01-04 09:00:00,0.009975587608198588,0.009975587608198588
2023-01-04 09:15:00,0.0,0.0
2023-01-04 09:30:00,0.0,0.0
2023-01-04 09:45:00,0.0,0.0
2023-01-04 10:00:00,0.0,0.0
2023-01-04 10:15:00,0.0,0.0
2023-01-04 10:30:00,0.0,0.0
2023-01-04 10:45:00,0.0,0.0
2023-01-04 11:00:00,0.0,0.0
2023-01-04 11:15:00,0.0,0.0
2023-01-04 11:30:00,0.0,0.0
2023-01-04 11:45:00,0.0,0.0
2023-01-04 12:00:00,0.0,0.0
2023-01-04 12:15:00,0.0,0.0
2023-01-04 12:30:00,0.0,0.0
2023-01-04 12:45:00,0.0,0.0
2023-01-04 13:00:00,0.0,0.0
2023-01-04 13:15:00,0.0,0.0
2023-01-04 13:30:00,0.0,0.0
2023-01-04 13:45:00,0.0,0.0
2023-01-04 14:00:00,0.0,0.0
2023-01-04 14:15:00,0.0,0.0
2023-01-04 14:30:00,0.0,0.0
2023-01-04 14:45:00,0.0,0.0
2023-01-04 15:00:00,0.0,0.0
2023-01-04 15:15:00,0.0,0.0
2023-01-04 15:30:00,0.0,0.0
2023-01-04 15:45:00,0.0,0.0
2023-01-04 16:00:00,0.0,0.0
2023-01-04 16:15:00,0.0,0.0
2023-01-04 16:30:00,0.0,0.0
2023-01-04 16:45:00,0.0,0.0
2023-01-04 17:00:00,0.0,0.0
2023-01-04 17:15:00,0.0,0.0
2023-01-04 17:30:00,0.0,0.0
2023-01-04 17:45:00,0.0,0.0
2023-01-04 18:00:00,0.0,0.0
2023-01-04 18:15:00,0.0,0.0
2023-01-04 18:30:00,0.0,0.0
2023-01-04 18:45:00,0.0,0.0
2023-01-04 19:00:00,0.0,0.0
2023-01-04 19:15:00,0.00877144566863202,0.00877144566863202
2023-01-04 19:30:00,0.014227849522327068,0.014227849522327068
2023-01-04 19:45:00,0.026500537402561756,0.026500537402561756
2023-01-04 20:00:00,0.052303589957905974,0.052303589957905974
2023-01-04 20:15:00,0.09687461918501883,0.09687461918501883
2023-01-04 20:30:00,0.13437241583092854,0.13437241583092854
2023-01-04 20:45:00,0.12763515224983446,0.12763515224983446
2023-01-04 21:00:00,0.13426338344470728,0.13426338344470728
2023-01-04 21:15:00,0.28577493511535434,0.28649177517649
2023-01-04 21:30:00,0.2831747489307804,0.29354891511972186
2023-01-04 21:45:00,0.29993460208532025,0.29993460208532025
2023-01-04 22:00:00,0.40113955458834777,0.40113955458834777
2023-01-04 22:15:00,0.635912007461869,0.635912007461869
2023-01-04 22:30:00,0.6982489237452907,0.6982489237452907
2023-01-04 22:45:00,0.7205890353711805,0.7205890353711805
2023-01-04 23:00:00,0.4654545168818707,0.4654545168818707
2023-01-04 23:15:00,0.19915970578473358,0.19915970578473358
2023-01-04 23:30:00,0.21891102916169367,0.21891102916169367
2023-01-04 23:45:00,0.3038209198541226,0.3038209198541226
2023-01-05 00:00:00,0.2817619597572999,0.2817619597572999
2023-01-05 00:15:00,0.47335287804857956,0.47335287804857956
2023-01-05 00:30:00,0.5564994683011479,0.5564994683011479
2023-01-05 00:45:00,0.3576551320293848,0.3576551320293848
2023-01-05 01:00:00,0.325402288253577,0.325402288253577
2023-01-05 01:15:00,0.34340762825284415,0.34340762825284415
2023-01-05 01:30:00,0.22652020876810866,0.22652020876810866
2023-01-05 01:45:00,0.3829108815742661,0.3829108815742661
2023-01-05 02:00:00,0.4535958170134631,0.4535958170134631
2023-01-05 02:15:00,0.7876530768876825,0.7876530768876825
2023-01-05 02:30:00,0.8386569416599609,0.8386569416599609
2023-01-05 02:45:00,0.7930123501274536,0.7930123501274536
2023-01-05 03:00:00,0.6985742831538886,0.6985742831538886
2023-01-05 03:15:00,0.6625653881317464,0.6625653881317464
2023-01-05 03:30:00,0.7492705993127773,0.7492705993127773
2023-01-05 03:45:00,0.8683089753538565,0.8683089753538565
2023-01-05 04:00:00,0.84608554294643,0.84608554294643
2023-01-05 04:15:00,0.6812885819457406,0.6812885819457406
2023-01-05 04:30:00,0.3135456437130222,0.3135456437130222
2023-01-05 04:45:00,0.13926241850734292,0.13926241850734292
2023-01-05 05:00:00,0.2852060530249916,0.2852060530249916
2023-01-05 05:15:00,0.3149610310707267,0.3149610310707267
2023-01-05 05:30:00,0.25539078145890615,0.25539078145890615
2023-01-05 05:45:00,0.13671107341263683,0.13671107341263683
2023-01-05 06:00:00,0.10602365490411057,0.10602365490411057
2023-01-05 06:15:00,0.11272086888639112,0.11272086888639112
2023-01-05 06:30:00,0.1033833864078763,0.1033833864078763
2023-01-05 06:45:00,0.12886519351363052,0.12886519351363052
2023-01-05 07:00:00,0.13426106023400003,0.13426106023400003
2023-01-05 07:15:00,0.15425472800780515,0.15425472800780515
2023-01-05 07:30:00,0.11955471279265607,0.11955471279265607
2023-01-05 07:45:00,0.09271968114051955,0.09271968114051955
2023-01-05 08:00:00,0.07386119018496286,0.07386119018496286
2023-01-05 08:15:00,0.042746918154164155,0.042746918154164155
2023-01-05 08:30:00,0.040051753435535804,0.040051753435535804
2023-01-05 08:45:00,0.014202492113720672,0.014202492113720672
2023-01-05 09:00:00,0.01549343594977006,0.01549343594977006
2023-01-05 09:15:00,0.0,0.0
2023-01-05 09:30:00,0.0,0.0
2023-01-05 09:45:00,0.0,0.0
2023-01-05 10:00:00,0.0,0.0
2023-01-05 10:15:00,0.0,0.0
2023-01-05 10:30:00,0.0,0.0
2023-01-05 10:45:00,0.0,0.0
2023-01-05 11:00:00,0.0,0.0
2023-01-05 11:15:00,0.0,0.0
2023-01-05 11:30:00,0.0,0.0
2023-01-05 11:45:00,0.0,0.0
2023-01-05 12:00:00,0.0,0.0
2023-01-05 12:15:00,0.0,0.0
2023-01-05 12:30:00,0.0,0.0
2023-01-05 12:45:00,0.0,0.0
2023-01-05 13:00:00,0.0,0.0
2023-01-05 13:15:00,0.0,0.0
2023-01-05 13:30:00,0.0,0.0
2023-01-05 13:45:00,0.0,0.0
2023-01-05 14:00:00,0.0,0.0
2023-01-05 14:15:00,0.0,0.0
2023-01-05 14:30:00,0.0,0.0
2023-01-05 14:45:00,0.0,0.0
2023-01-05 15:00:00,0.0,0.0
2023-01-05 15:15:00,0.0,0.0
2023-01-05 15:30:00,0.0,0.0
2023-01-05 15:45:00,0.0,0.0
2023-01-05 16:00:00,0.0,0.0
2023-01-05 16:15:00,0.0,0.0
2023-01-05 16:30:00,0.0,0.0
2023-01-05 16:45:00,0.0,0.0
2023-01-05 17:00:00,0.0,0.0
2023-01-05 17:15:00,0.0,0.0
2023-01-05 17:30:00,0.0,0.0
2023-01-05 17:45:00,0.0,0.0
2023-01-05 18:00:00,0.0,0.0
2023-01-05 18:15:00,0.0,0.0
2023-01-05 18:30:00,0.0,0.0
2023-01-05 18:45:00,0.0,0.0
2023-01-05 19:00:00,0.0,0.0
2023-01-05 19:15:00,0.006094276945287292,0.006094276945287292
2023-01-05 19:30:00,0.026643153464566274,0.026643153464566274
2023-01-05 19:45:00,0.06479500996167319,0.06479500996167319
2023-01-05 20:00:00,0.06612542855553318,0.06612542855553318
2023-01-05 20:15:00,0.037507848346280834,0.037507848346280834
2023-01-05 20:30:00,0.086386062325235,0.086386062325235
2023-01-05 20:45:00,0.10789177808286393,0.10789177808286393
2023-01-05 21:00:00,0.17480890190993426,0.17480890190993426
2023-01-05 21:15:00,0.22242135311465142,0.22242135311465142
2023-01-05 21:30:00,0.23032952831559647,0.23032952831559647
2023-01-05 21:45:00,0.26054142640916017,0.26054142640916017
2023-01-05 22:00:00,0.46528020122177166,0.46528020122177166
2023-01-05 22:15:00,0.48161396061165784,0.48161396061165784
2023-01-05 22:30:00,0.3202230217645896,0.3202230217645896
2023-01-05 22:45:00,0.3908229142925102,0.3908229142925102
2023-01-05 23:00:00,0.32384896584769274,0.32384896584769274
2023-01-05 23:15:00,0.14505032902605386,0.14505032902605386
2023-01-05 23:30:00,0.07655899336591568,0.07655899336591568
2023-01-05 23:45:00,0.11950588993696229,0.11950588993696229
2023-01-06 00:00:00,0.1153955670804334,0.1153955670804334
2023-01-06 00:15:00,0.15925291399941888,0.15925291399941888
2023-01-06 00:30:00,0.2889761683646917,0.2889761683646917
2023-01-06 00:45:00,0.23811261396458333,0.23811261396458333
2023-01-06 01:00:00,0.3926161556013166,0.3926161556013166
2023-01-06 01:15:00,0.6150938650144725,0.6150938650144725
2023-01-06 01:30:00,0.35693683109420754,0.35693683109420754
2023-01-06 01:45:00,0.32873528467422586,0.32873528467422586
2023-01-06 02:00:00,0.3003857750431595,0.3003857750431595
2023-01-06 02:15:00,0.25758346120218173,0.25758346120218173
2023-01-06 02:30:00,0.5576138298142091,0.5576138298142091
2023-01-06 02:45:00,0.24203291529934662,0.24203291529934662
2023-01-06 03:00:00,0.3237210025916921,0.3237210025916921
2023-01-06 03:15:00,0.3378593339186598,0.3378593339186598
2023-01-06 03:30:00,0.22904614822916777,0.22904614822916777
2023-01-06 03:45:00,0.29815792216665704,0.29815792216665704
2023-01-06 04:00:00,0.30086550719093946,0.30086550719093946
2023-01-06 04:15:00,0.34596915603916745,0.34596915603916745
2023-01-06 04:30:00,0.40087000379611737,0.40087000379611737
2023-01-06 04:45:00,0.16727538663926747,0.16727538663926747
2023-01-06 05:00:00,0.2814205275276023,0.2814205275276023
2023-01-06 05:15:00,0.2879098536947482,0.2879098536947482
2023-01-06 05:30:00,0.14868908270558231,0.14868908270558231
2023-01-06 05:45:00,0.2068163067280566,0.2068163067280566
2023-01-06 06:00:00,0.4668753442058687,0.4668753442058687
2023-01-06 06:15:00,0.21076186830969929,0.21076186830969929
2023-01-06 06:30:00,0.14868652377889138,0.14868652377889138
2023-01-06 06:45:00,0.1460264298179011,0.1460264298179011
2023-01-06 07:00:00,0.13409519321151953,0.13409519321151953
2023-01-06 07:15:00,0.07511373358589334,0.07511373358589334
2023-01-06 07:30:00,0.05083387099191142,0.05083387099191142
2023-01-06 07:45:00,0.031855067262654975,0.031855067262654975
2023-01-06 08:00:00,0.02235419225060807,0.02235419225060807
2023-01-06 08:15:00,0.011460061273293371,0.011460061273293371
2023-01-06 08:30:00,0.006010706524427491,0.006010706524427491
2023-01-06 08:45:00,0.0,0.0
2023-01-06 09:00:00,0.007386796529106132,0.007386796529106132
2023-01-06 09:15:00,0.0,0.0
2023-01-06 09:30:00,0.0,0.0
2023-01-06 09:45:00,0.0,0.0
2023-01-06 10:00:00,0.0,0.0
2023-01-06 10:15:00,0.0,0.0
2023-01-06 10:30:00,0.0,0.0
2023-01-06 10:45:00,0.0,0.0
2023-01-06 11:00:00,0.0,0.0
